"","Continent.Region","Country","LocationDescription","Latitude","Longitude","Elevation.m.","DateCollected","precip","tmin","tmean","tmax","Month","Day","Year","Decade","MuseumOrField","SampleID","FieldID","Genus","Species","SpeciesName","BdStatus","GEScore","ZEScore","BdMethodology","SwabCollector","PreviouslyReported","Comments","HFP2009","croplands2005","Built2009","NavWater2009","Popdensity2010","Roads","Railways","Pasture2009","dist.closest.wb","cat.closest.wb","FirstPosDist"
"885","NorthAmerica","United States","California_Tuolumne County_4 mi W Sonora Pass off Hwy. 108",38.325,-119.6818,2744,"1983",94.17,23.4,33.7,44,NA,NA,1983,"1980s","Museum","SM068","MVZ186386","Rana","sierrae","Rana sierrae",1,0.12,9.6,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) 30_Datum _not recorded_Distance mesaured along hwy.",10,0,0,0,2,8,0,0,0.398278442,"distperennialstream","52.6418343099382"
"886","NorthAmerica","United States","California_Tuolumne County_4 mi W Sonora Pass off Hwy. 108",38.325,-119.6818,2744,"1983",94.17,23.4,33.7,44,NA,NA,1983,"1980s","Museum","SM105","MVZ186388","Rana","sierrae","Rana sierrae",1,0.00197,0.16,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) 30_Datum _not recorded_Distance mesaured along hwy.",10,0,0,0,2,8,0,0,0.398278442,"distperennialstream","52.6418343099382"
"893","NorthAmerica","United States","California_Kern County_at Mill Creek, 7.5 mi SW of Miracle Hot Springs on Old Hwy. 178",35.5411,-118.613,762,"1984",9.48,45.8,59.5,73.2,NA,NA,1984,"1980s","Museum","MVZ227478","MVZ227478","Pseudacris","regilla","Pseudacris regilla",1,0.0261,2.09,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) 3017.52_Datum _not recorded_",10,0,0,0,2,8,0,0,2.58273611,"distperennialstream","272.839839556695"
"895","NorthAmerica","United States","California_Inyo County_3 mi N Independence, Mt. Whitney State Fish Hatchery",36.8306,-118.2433,1301.8,"1984",6.02,46.8,59.9,73,NA,NA,1984,"1980s","Museum","MVZ197612","MVZ197612","Pseudacris","regilla","Pseudacris regilla",1,0.0433,3.46,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) 30_Datum _not recorded_Estimated elevation using GPS Visualizer",1.629547954,0,0,0,0,1.629547954,0,0,0.753252233,"distlakepond","168.981897596915"
"897","NorthAmerica","United States","California_Amador County_0.5 mi N of Hwy. 88 on Ione Buena Vista Rd.",38.327,-120.9294,104.1,"1984",17.38,49.2,62.3,75.4,NA,NA,1984,"1980s","Museum","SM575","MVZ227408","Pseudacris","regilla","Pseudacris regilla",1,0.0191,1.53,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) 193.12128_Datum _not recorded_Estimated elevation using GPS Visualizer",29,0,0,0,4,8,8,2,1.272477742,"distlakepond","123.362490791071"
"900","NorthAmerica","United States","California_Inyo County_0.8 mi S of Lone Pine, Hwy. 395",36.5826,-118.0567,1127,"1985",3.79,45.4,60.8,76.2,NA,NA,1985,"1980s","Museum","MVZ227435","MVZ227435","Pseudacris","regilla","Pseudacris regilla",1,NA,34.88,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 1636.8_1157.6_Coordinate error (m) 30_Datum _not recorded_Distance measured from edge of town.Estimated elevation using GPS Visualizer",20,7,0,0,0,8,0,0,6.333267884,"distintermittentstream","200.080430625941"
"903","NorthAmerica","United States","California_Inyo County_S Fork of Oak Creek, 4.0 mi W (by air) Independence",36.8139,-118.2694,1555,"1985",4.58,46.4,60,73.6,NA,NA,1985,"1980s","Museum","MVZ227432","MVZ227432","Pseudacris","regilla","Pseudacris regilla",1,NA,16.4,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 62.88_91.2_Coordinate error (m) 30_Datum _not recorded_",0.415075958,0,0,0,0,0.415075958,0,0,0.396472446,"distephemeralstream","168.543000101013"
"907","NorthAmerica","United States","California_Tuolumne County_1.7 mi SW of Sonora Pass on Hwy. 108",38.331,-119.6547,2805,"1985",45.91,24.7,36.2,47.8,NA,NA,1985,"1980s","Museum","SM064","MVZ227668","Rana","sierrae","Rana sierrae",1,8.69,695.2,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) 30_Datum _not recorded_Distance measured along hwy.",9,0,0,0,1,8,0,0,0.268669492,"distperennialstream","53.2695969434479"
"908","NorthAmerica","United States","California_Tuolumne County_1.7 mi SW of Sonora Pass on Hwy. 108",38.331,-119.6547,2805,"1985",45.91,24.7,36.2,47.8,NA,NA,1985,"1980s","Museum","SM084","MVZ227665","Rana","sierrae","Rana sierrae",1,NA,127.52,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 39.04_216_Coordinate error (m) 30_Datum _not recorded_Distance measured along hwy.",9,0,0,0,1,8,0,0,0.268669492,"distperennialstream","53.2695969434479"
"909","NorthAmerica","United States","California_Tuolumne County_1.7 mi SW Sonora Pass on Hwy. 108",38.331,-119.6547,2805,"1985",45.91,24.7,36.2,47.8,NA,NA,1985,"1980s","Museum","SM087","MVZ197554","Rana","sierrae","Rana sierrae",1,NA,102.8,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 38.4_167.2_Coordinate error (m) 30_Datum _not recorded_Distance measured along hwy.",9,0,0,0,1,8,0,0,0.268669492,"distperennialstream","53.2695969434479"
"910","NorthAmerica","United States","California_Tuolumne County_1.7 mi SW of Sonora Pass on Hwy. 108",38.331,-119.6547,2805,"1985",45.91,24.7,36.2,47.8,NA,NA,1985,"1980s","Museum","SM101","MVZ227669","Rana","sierrae","Rana sierrae",1,NA,100.4,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 24_176.8_Coordinate error (m) 30_Datum _not recorded_Distance measured along hwy.",9,0,0,0,1,8,0,0,0.268669492,"distperennialstream","53.2695969434479"
"911","NorthAmerica","United States","California_Tuolumne County_1.7 mi SW of Sonora Pass on Hwy. 108",38.331,-119.6547,2805,"1985",45.91,24.7,36.2,47.8,NA,NA,1985,"1980s","Museum","SM102","MVZ227667","Rana","sierrae","Rana sierrae",1,NA,144.44,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 47.28_241.6_Coordinate error (m) 30_Datum _not recorded_Distance measured along hwy.",9,0,0,0,1,8,0,0,0.268669492,"distperennialstream","53.2695969434479"
"912","NorthAmerica","United States","California_Tuolumne County_1.7 mi SW of Sonora Pass on Hwy. 108",38.331,-119.6547,2805,"1985",45.91,24.7,36.2,47.8,NA,NA,1985,"1980s","Museum","SM103","MVZ227663","Rana","sierrae","Rana sierrae",1,NA,7.8516,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 0.3432_15.36_Coordinate error (m) 30_Datum _not recorded_Distance measured along hwy.",9,0,0,0,1,8,0,0,0.268669492,"distperennialstream","53.2695969434479"
"913","NorthAmerica","United States","California_Tuolumne County_1.7 mi SW Sonora Pass on Hwy. 108",38.331,-119.6547,2805,"1985",45.91,24.7,36.2,47.8,NA,NA,1985,"1980s","Museum","SM109","MVZ197555","Rana","sierrae","Rana sierrae",1,NA,170.92,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 52.24_289.6_Coordinate error (m) 30_Datum _not recorded_Distance measured along hwy.",9,0,0,0,1,8,0,0,0.268669492,"distperennialstream","53.2695969434479"
"914","NorthAmerica","United States","California_Tuolumne County_1.7 mi SW Sonora Pass on Hwy. 108",38.331,-119.6547,2805,"1985",45.91,24.7,36.2,47.8,NA,NA,1985,"1980s","Museum","SM119","MVZ197557","Rana","sierrae","Rana sierrae",1,NA,366.4,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 141.6_591.2_Coordinate error (m) 30_Datum _not recorded_Distance measured along hwy.",9,0,0,0,1,8,0,0,0.268669492,"distperennialstream","53.2695969434479"
"916","NorthAmerica","United States","California_Inyo County_S Fork Oak Creek, 5.0 mi W (by air) Independence",36.8068,-118.2803,1738,"1986",14.7,38.7,52.4,66.1,NA,NA,1986,"1980s","Museum","MVZ227248","MVZ227248","Bufo","boreas","Bufo boreas",1,NA,24.04,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 13.6_11.2_Coordinate error (m) 121.92_Datum _not recorded_",0.296728104,0,0,0,0,0.296728104,0,0,0.013061413,"distperennialstream","168.38426057388"
"922","NorthAmerica","United States","California_Tulare County_Troy Mdw., 2350 m, Tulare Co., Ca.",36.0722,-118.2392,2350,"1987",19.56,29.7,42.9,56.1,NA,NA,1987,"1980s","Museum","CAS187912","CAS187912","Pseudacris","regilla","Pseudacris regilla",1,0.0258,2.064,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) _Datum __",1,0,0,0,1,0,0,0,0.148496962,"distperennialstream","234.411437393629"
"924","NorthAmerica","United States","California_Fresno County_Little Panoche Detention Dam, Fresno Co., CA.",36.7833,-120.7971,169.6,"1987",8.31,49.6,62.6,75.6,NA,NA,1987,"1980s","Museum","SM509","CAS187899","Pseudacris","regilla","Pseudacris regilla",1,NA,77.04,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 62.88_91.2_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer",5.296728134,0,0,0,3,0.296728104,0,2,0.614517711,"distlakepond","155.65250882619"
"925","NorthAmerica","United States","California_Fresno County_Little Panoche Detention Dam, Fresno Co., CA.",36.7833,-120.7971,169.6,"1987",8.31,49.6,62.6,75.6,NA,NA,1987,"1980s","Museum","SM510","CAS187900","Pseudacris","regilla","Pseudacris regilla",1,NA,1397.2,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 1636.8_1157.6_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer",5.296728134,0,0,0,3,0.296728104,0,2,0.614517711,"distlakepond","155.65250882619"
"932","NorthAmerica","United States","California_Madera County_Rd. 222 at the No. side of the San Joaquin R., Madera Co., Ca.",37.1474,-119.5034,305,"1988",20.28,47.4,61.7,76,NA,NA,1988,"1980s","Museum","CAS188209","CAS188209","Rana","catesbeiana","Rana catesbeiana",1,0.000856,0.07,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) _Datum _DeLorme Street Atlas USA 4.0_Estimated elevation using GPS Visualizer",2.250379562,0,0,0,2,0.250379652,0,0,0.560720194,"distlakepond","79.2987401412267"
"933","NorthAmerica","United States","California_Shasta County_",40.8756,-121.6768,964,"1988",20.04,33.1,50,66.9,NA,NA,1988,"1980s","Museum","SM527","CAS169480","Pseudacris","regilla","Pseudacris regilla",1,0.00084,0.07,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer",18,0,0,0,2,8,0,1,2.297339396,"distperennialstream","378.133049200799"
"934","NorthAmerica","United States","California_Shasta County_",40.8756,-121.6768,964,"1988",20.04,33.1,50,66.9,NA,NA,1988,"1980s","Museum","SM524","CAS169478","Pseudacris","regilla","Pseudacris regilla",1,NA,59.4,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 52.88_65.92_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer",18,0,0,0,2,8,0,1,2.297339396,"distperennialstream","378.133049200799"
"935","NorthAmerica","United States","California_Shasta County_",40.8756,-121.6768,964,"1988",20.04,33.1,50,66.9,NA,NA,1988,"1980s","Museum","SM528","CAS169479","Pseudacris","regilla","Pseudacris regilla",1,NA,811.6,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 895.2_728_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer",18,0,0,0,2,8,0,1,2.297339396,"distperennialstream","378.133049200799"
"936","NorthAmerica","United States","California_Shasta County_",40.8756,-121.6768,964,"1988",20.04,33.1,50,66.9,NA,NA,1988,"1980s","Museum","SM525","CAS169490","Pseudacris","regilla","Pseudacris regilla",1,NA,6.844,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 1.528_12.16_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer",18,0,0,0,2,8,0,1,2.297339396,"distperennialstream","378.133049200799"
"937","NorthAmerica","United States","California_Shasta County_",40.8756,-121.6768,964,"1988",20.04,33.1,50,66.9,NA,NA,1988,"1980s","Museum","SM526","CAS169492","Pseudacris","regilla","Pseudacris regilla",1,NA,47.56,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 31.36_63.76_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer",18,0,0,0,2,8,0,1,2.297339396,"distperennialstream","378.133049200799"
"946","NorthAmerica","United States","California_El Dorado County_Webber Creek at Snows Road, El Dorado Co., California",38.7188,-120.6697,713.1,"1990",23.47,44.9,58,71,NA,NA,1990,"1990s","Museum","CAS175554","CAS175554","Rana","catesbeiana","Rana catesbeiana",1,NA,7.3776,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 1241.6_357.6_Coordinate error (m) _Datum _DeLorme Street Atlas USA 4.0_Estimated elevation using GPS Visualizer",9.629548073,0,0,0,6,1.629547954,0,0,0.166243107,"distperennialstream","130.774831260811"
"947","NorthAmerica","United States","California_El Dorado County_Dry Cr. (= tributary to Traverse Cr.) at Traverse Creek Rd. bridge, El Dorado Co., California",38.8347,-120.795,603.3,"1990",23.82,45.4,58.5,71.7,NA,NA,1990,"1990s","Museum","CAS175556","CAS175556","Rana","catesbeiana","Rana catesbeiana",1,0.0206,1.648,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) _Datum _DeLorme Street Atlas USA 4.0_Estimated elevation using GPS Visualizer",3.629548073,0,0,0,2,1.629547954,0,0,0.028339525,"distperennialstream","147.613657685529"
"948","NorthAmerica","United States","California_Butte County_Old logging pond in Woodleaf, Butte Co., California (3130 ft.)",39.519,-121.192,954,"1990",41.57,42.3,54.7,67.1,NA,NA,1990,"1990s","Museum","CAS176580","CAS176580","Rana","catesbeiana","Rana catesbeiana",1,NA,2.1,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 1.056_1.368_Coordinate error (m) _Datum _Terrain Navigator 1.0, California, High Sierra/Tahoe, Clipper Mills Quadrangle, 1975._",3.250060081,0,0,0,3,0.250060081,0,0,0.142912853,"distcanalditch","228.207539821641"
"949","NorthAmerica","United States","California_Kern County_Cedar Creek, 2 miles upstream from White Mill Road, Kern Co., California",35.705,-118.6571,1008.5,"1991",17.28,39.1,53.8,68.6,NA,NA,1991,"1990s","Museum","CAS180344","CAS180344","Rana","catesbeiana","Rana catesbeiana",1,0.00188,0.1504,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) _Datum _DeLorme Street Atlas USA 4.0_Estimated elevation using GPS Visualizer",2.852497578,0,0,0,1,0.852497637,0,1,0.185411604,"distephemeralstream","254.384641517208"
"953","NorthAmerica","United States","California_Kern County_Cedar Creek, 4 miles upstream from White Mill Road, Kern Co., California",35.7104,-118.6341,1106,"1991",20.24,39.1,53,66.9,NA,NA,1991,"1990s","Museum","CAS180347","CAS180347","Rana","catesbeiana","Rana catesbeiana",1,0.000243,0.01944,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) _Datum _DeLorme Street Atlas USA 4.0_Estimated elevation using GPS Visualizer",2.852497578,0,0,0,1,0.852497637,0,1,0.265309022,"distperennialstream","254.552851549985"
"967","NorthAmerica","United States","California_Mono County_CA: Mono Co: Sardine Mdws., 3/4 mi. No. of Hwy 108",38.3144,-119.6067,2666,"1992",39.04,26.5,37.5,48.4,NA,NA,1992,"1990s","Museum","CAS185360","CAS185360","Pseudacris","regilla","Pseudacris regilla",1,0.0534,4.272,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer",9,0,0,0,1,8,0,0,0.893436324,"distperennialstream","51.6270229417293"
"973","NorthAmerica","United States","California_Calaveras County_Coyote Ck, Calaveras Co CA elv Natural Bridges",38.0544,-120.4772,363,"1994",25.76,45.6,59.7,73.7,NA,NA,1994,"1990s","Museum","SM431","CAS244008","Rana","muscosa","Rana muscosa",1,NA,12.756,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 6.312_19.2_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer",4.681485176,0,0,0,4,0.681485295,0,0,0.059458722,"distperennialstream","75.4011858801894"
"974","NorthAmerica","United States","California_Amador County_Unnamed trib. to Cole Creek, approx. 3 mi. east of Lower Bear River Reservoir dam, Amador Co. Elev. 6620  NE 1/4 of SW 1/4 Sec. 15, T8N, R16E",38.5377,-120.1953,2018,"1994",40.01,38.2,48.3,58.5,NA,NA,1994,"1990s","Museum","SM411","CAS197618","Rana","muscosa","Rana muscosa",1,0.00625,0.5,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) _Datum __",3.268264532,0,0,0,3,0.268264443,0,0,0.031989327,"distintermittentstream","89.5476136794438"
"977","NorthAmerica","United States","California_El Dorado County_Unnamed Lake, approx. 1900 ft east of American Lake, Desolation Wilderness, El Dorado Co. Elev. 8110. SW 1/4 Sec. 29, T12N, R17E",38.8543,-120.1311,2473,"1994",45.74,32.4,42.6,52.7,NA,NA,1994,"1990s","Museum","SM448","CAS197622","Rana","muscosa","Rana muscosa",1,0.00137,0.11,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) _Datum __",2.415076017,0,0,0,2,0.415075958,0,0,0.028639082,"distlakepond","118.770980030396"
"978","NorthAmerica","United States","California_Placer County_4.8 mi SE Canyon Way on Yankee Jim Rd.",39.0391,-120.8995,310,"1995",60.53,47.4,59.5,71.6,NA,NA,1995,"1990s","Museum","MVZ223333","MVZ223333","Bufo","boreas","Bufo boreas",1,NA,458.4,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 27.36_30.8_Coordinate error (m) _Datum _not recorded_",3.268264532,0,0,0,3,0.268264443,0,0,0.437056542,"distperennialstream","170.659673439793"
"980","NorthAmerica","United States","California_Alpine County_Alpine Co., Grover Hot Springs Rd, ca 2.5 miles SE (by rd) of Grover Hot Springs State Park Campground at E. Charity Valley trailhead",38.6918,-119.8038,1730.5,"1996",42.38,33.3,47,60.7,NA,NA,1996,"1990s","Museum","CAS201586","CAS201586","Bufo","boreas","Bufo boreas",1,0.0154,1.232,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) _Datum _DeLorme Street Atlas USA 4.0_Estimated elevation using GPS Visualizer",1.339466453,0,0,0,0,1.339466453,0,0,0.073960501,"distcanalditch","94.1808590276388"
"983","NorthAmerica","United States","California_Nevada County_California: Nevada Co.: Tahoe National Forest, South Yuba River, E bank, E of Golden Quartz Picnic Area, 39 21 28.5 N, 120 44 50.4 W, 2880 ft",39.3579,-120.7473,878,"1997",60.88,42.2,53.7,65.1,NA,NA,1997,"1990s","Museum","CAS203450","CAS203450","Rana","boylii","Rana boylii",1,NA,1.588,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 6.008_5.568_Coordinate error (m) _Datum _Trimble Scoutmaster GPS_",1.318683624,0,0,0,1,0.318683654,0,0,0.325319632,"distephemeralstream","192.27642515529"
"993","NorthAmerica","United States","California_Sierra County_Sierra Co, CA Haypress Crk watershed in pond at Hilda Mine",39.5564,-120.5953,1746,"1997",62.61,35.8,46.9,58.1,NA,NA,1997,"1990s","Museum","CAS203366","CAS203366","Pseudacris","regilla","Pseudacris regilla",1,NA,154.4,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 550.4_366.4_Coordinate error (m) _Datum _Terrain Navigator 1.0, California, High Sierra/Tahoe, Haypress Valley Quadrangle, 1981._Estimated elevation using GPS Visualizer",2.339466572,0,0,0,1,1.339466453,0,0,1.530269797,"distintermittentstream","206.093407944178"
"994","NorthAmerica","United States","California_Butte County_Meadow on Pinkard Creek at 3,425 feet elevation, Plumas National Forest, Butte Co., Calif.",39.5964,-121.1299,1044,"1997",70.34,41.6,53.5,65.5,NA,NA,1997,"1990s","Museum","SM425","CAS203170","Rana","muscosa","Rana muscosa",1,0.00407,0.33,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) _Datum __",2.250060081,0,0,0,2,0.250060081,0,0,0.149173077,"distperennialstream","232.173530886236"
"1001","NorthAmerica","United States","California_Tulare County_Coble Knoll, N. end of Lake Kaweah, 2 mi SW. of Three Rivers by hwy 198, adjacent ot Sequoia Ntnl. Park, Tulare Co., Calif.  elev. 990'",36.4163,-118.923,302,"1998",33.59,49.6,62.1,74.6,NA,NA,1998,"1990s","Museum","CAS206444","CAS206444","Bufo","boreas","Bufo boreas",1,NA,5.724,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 3.152_20.8_Coordinate error (m) _Datum _GNIS Gazetteer._",11,0,0,0,1,8,0,0,3.004529551,"distlakepond","172.126442132986"
"1002","NorthAmerica","United States","California_Placer County_California: Placer Co.: Tahoe National Forest, Skunk Canyon Creek, ca. 10 m upstream from Mosquito Ridge Rd, T14N R11E Sec34 (NW 1/4 of NW 1/4), 39 01 18.966 N, 120 44 8.0592 W, 1635 ft elev.",39.0219,-120.7356,498,"1998",79.99,44.7,54.2,63.7,NA,NA,1998,"1990s","Museum","CAS205859","CAS205859","Rana","boylii","Rana boylii",1,NA,128.4,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 133.6_68.72_Coordinate error (m) _Datum _Michigan Bluff Quadrangle, 1986_",2,0,0,0,2,0,0,0,1.008760533,"distephemeralstream","160.411902426109"
"1005","NorthAmerica","United States","California_Placer County_California: Placer Co.: Tahoe National Forest, off of Forest Rd 96 on bank of Middle Fork American River, ca. 0.4 mi NE (by rd) of its crossing of Middle Fork American River, T15N R14E Sec21 (SW 1/4 of NE 1/4), 39 08 15.9468 N, 120 24 32.6628 W, 5320 ft",39.1378,-120.4091,1622,"1998",91.29,36.7,46.9,57.1,NA,NA,1998,"1990s","Museum","CAS205862","CAS205862","Bufo","boreas","Bufo boreas",1,NA,152.8,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 188_62.8_Coordinate error (m) _Datum _Royal Gorge Quadrangle, 1986_",2,0,0,0,2,0,0,0,4.142926286,"distephemeralstream","157.121787663284"
"1010","NorthAmerica","United States","California_Butte County_California: Butte Co.: Plumas National Forest, back pool of Lost Creek Reservoir at base of Sly Creek Reservoir dam, 39 34 49.0 N, 121 06 56.6 W, T20N R8E Sec20 (NW 1/4 of NW 1/4), 3300 ft",39.5803,-121.1157,1006,"1998",113.79,40.5,50.6,60.7,NA,NA,1998,"1990s","Museum","CAS205662","CAS205662","Pseudacris","regilla","Pseudacris regilla",1,NA,295.2,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 13.36_33.28_Coordinate error (m) _Datum _Garmin 12 GPS_",2.250538349,0,0,0,2,0.25053829,0,0,0.516254502,"distperennialstream","230.009488912913"
"1011","NorthAmerica","United States","California_Butte County_California: Butte Co.: Plumas National Forest, Strawberry Campground, 39 35 17.7 N, 121 05 26.4 W, T20N R8E Sec16 (SW 1/4 of SW 1/4), 3550 ft",39.5883,-121.0907,1082,"1998",113.56,39.7,49.9,60.1,NA,NA,1998,"1990s","Museum","CAS205602","CAS205602","Pseudacris","regilla","Pseudacris regilla",1,NA,2022,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 1.088_0.08_Coordinate error (m) _Datum _Garmin 12 GPS_",2.251872301,0,0,0,2,0.251872331,0,0,0.46618616,"distintermittentstream","229.560864627861"
