"","Continent.Region","Country","LocationDescription","Latitude","Longitude","Elevation.m.","DateCollected","precip","tmin","tmean","tmax","Month","Day","Year","Decade","MuseumOrField","SampleID","FieldID","Genus","Species","SpeciesName","BdStatus","GEScore","ZEScore","BdMethodology","SwabCollector","PreviouslyReported","Comments","HFP2009","croplands2005","Built2009","NavWater2009","Popdensity2010","Roads","Railways","Pasture2009","dist.closest.wb","cat.closest.wb","FirstPosDist"
"1012","NorthAmerica","United States","California_Butte County_California: Butte Co.; Plumas Natl. Forest; pond at Strawberry Camp; 39 35 19.4 N, 121 05 27.8 W, T20N R8E Sec16 (SW 1/4 of SW 1/4), 3550 ft",39.5887,-121.0911,1082,"1998",113.56,39.7,49.9,60.1,NA,NA,1998,"1990s","Museum","CAS205843","CAS205843","Pseudacris","regilla","Pseudacris regilla",1,NA,1082,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 1511.2_967.2_Coordinate error (m) _Datum _Garmin 12 GPS_",2.251872301,0,0,0,2,0.251872331,0,0,0.681430369,"distperennialstream","229.616849456251"
"1014","NorthAmerica","United States","California_Yuba County_California: Yuba Co.; Plumas National Forest; Slate Creek above Slate Cr. Res. app. 100 m below 2nd dam; N side of creek; 39 37 7.1652 N, 121 02 16.1988 W, T20N R8E Sec1 (NW 1/4 of SW 1/4) 3580 ft elev.",39.6187,-121.0378,1091,"1998",112.12,38.3,49.1,59.9,NA,NA,1998,"1990s","Museum","CAS206247","CAS206297","Rana","boylii","Rana boylii",1,NA,799.6,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 5.968_28.56_Coordinate error (m) _Datum _Strawberry Valley Quadrangle, 1986_",2.25046277,0,0,0,2,0.2504628,0,0,0.192213955,"distperennialstream","229.958058127788"
"1015","NorthAmerica","United States","California_Sierra County_Tahoe National Forest, Packer Lake, 39 37 25.1 N, 120 39 15.8 W, T20N R12E Sec5 (SE 1/4 of SW 1/4)",39.6236,-120.6544,1897,"1998",122.34,34.3,42.7,51.2,NA,NA,1998,"1990s","Museum","SM484","CAS205915","Pseudacris","regilla","Pseudacris regilla",1,0.00509,0.41,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) _Datum _Garmin 12 GPS_",1.415076017,0,0,0,1,0.415075958,0,0,0.320116938,"distlakepond","214.969402363129"
"1020","NorthAmerica","United States","California_Sierra County_California: Sierra Co.; Tahoe Ntl. Forest; Snag Lake, 39 40 15.0 N, 120 37 37.0 W, T21N R12E Sec21 (SE 1/4 of NE 1/4), 6640 ft",39.6708,-120.6269,2024,"1998",105.46,33.7,42.7,51.6,NA,NA,1998,"1990s","Museum","CAS205907","CAS205907","Pseudacris","regilla","Pseudacris regilla",1,NA,134.8,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 1.96_9.68_Coordinate error (m) _Datum _Garman 12 GPS_",1.296728134,0,0,0,1,0.296728104,0,0,0.246874493,"distlakepond","218.834858313423"
"1022","NorthAmerica","United States","California_Butte County_California: Butte Co.: Plumas National Forest, Forest Rd 62, E of Milsap Bar, 39 43 02.3 N, 121 15 23.4 W, T22N R6E Sec36 (NE 1/4 of SW 1/4), 2160 ft",39.7173,-121.2565,659,"1998",110.53,43.9,54.4,64.8,NA,NA,1998,"1990s","Museum","CAS205590","CAS205590","Rana","boylii","Rana boylii",1,NA,32.52,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 24.64_23.44_Coordinate error (m) _Datum _Garmin 12 GPS_",2,0,0,0,2,0,0,0,0.336661402,"distintermittentstream","249.380633152476"
"1023","NorthAmerica","United States","California_Sierra County_Pine Grove Creek, 0.7 miles northwest of Howland Flat, Sierra Co., California Elevation 5400 ft",39.7186,-120.8998,1646,"1998",110.07,35.6,46.6,57.6,NA,NA,1998,"1990s","Museum","SM455","CAS238604","Rana","muscosa","Rana muscosa",1,NA,1.0532,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 0.7304_1.376_Coordinate error (m) _Datum __",1,0,0,0,1,0,0,0,0.081984889,"distperennialstream","233.681551037378"
"1025","NorthAmerica","United States","California_Butte County_California: Butte Co.: W bank French Creek, 39 43 55.6 N, 121 21 18.3 W, T22N R6E Sec30 (SW 1/4 of NW 1/4), 2080 ft",39.7321,-121.3551,634,"1998",105.14,45.7,55.5,65.2,NA,NA,1998,"1990s","Museum","CAS205340","CAS205340","Pseudacris","regilla","Pseudacris regilla",1,NA,2.58,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 50.32_50.4_Coordinate error (m) _Datum _Garmin 12 GPS_",2.251872301,0,0,0,2,0.251872331,0,0,0.582377938,"distperennialstream","255.580205990059"
"1031","NorthAmerica","United States","California_Plumas County_California: Plumas Co.: Plumas National Forest, meadow along Pine Creek, 39 58 18.9 N, 120 45 44.7 W, T24N R11E Sec5 (NE 1/4 of SE 1/4), 7200 ft",39.9719,-120.7624,2195,"1998",67.59,33.3,42.3,51.3,NA,NA,1998,"1990s","Museum","SM458","CAS206010","Pseudacris","regilla","Pseudacris regilla",1,NA,23.8,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 18.56_29.04_Coordinate error (m) _Datum __",1.252104759,0,0,0,1,0.252104819,0,0,0.217039891,"distephemeralstream","254.154212710754"
"1032","NorthAmerica","United States","California_San Bernardino County_E Fork City Creek, 0.1 mi downstream from confluence with Schenk Creek, San Bernardino National Forest",34.1772,-117.1818,723.7,"1999",8.25,49,61.4,73.9,NA,NA,1999,"1990s","Museum","SM289","MVZ230142","Rana","muscosa","Rana muscosa",1,NA,192.8,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 84.8_300.8_Coordinate error (m) 1821.777408_Datum _MaNIS georeferencing guidelines_Estimated elevation using GPS Visualizer",20,0,0,0,7,8,0,0,0.610369267,"distperennialstream","464.746527135663"
"1035","NorthAmerica","United States","California_Fresno County_California: Fresno Co.: Sierra National Forest, Sycamore Creek, NW of Hacker Mtn., 36 55 14.9 N, 119 18 25.5 W, T12S R24E Sec1 (NE 1/4 of NW 1/4), 1150 ft",36.9208,-119.3071,351,"1999",15.11,48.5,62.2,75.9,NA,NA,1999,"1990s","Museum","CAS208814","CAS208814","Rana","catesbeiana","Rana catesbeiana",1,NA,1.212,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 1.224_8.56_Coordinate error (m) _Datum _Garmin III Plus GPS_",3,0,0,0,3,0,0,0,0.059995407,"distintermittentstream","107.840205667091"
"1038","NorthAmerica","United States","California_Madera County_California: Madera Co.; Sierra National Forest; Jackass Meadow near Forest Rd 5S88, T5S R24E Sec15 (SW 1/4 of NE 1/4), 37 29 59.0 N, 119 19 47.0 W, 6960 ft",37.4997,-119.3297,2122,"1999",31.29,34.3,47.6,60.8,NA,NA,1999,"1990s","Museum","CAS187945","CAS209208","Pseudacris","regilla","Pseudacris regilla",1,NA,101.16,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 52.24_289.6_Coordinate error (m) _Datum __",1,0,0,0,1,0,0,0,0.825181653,"distperennialstream","48.6110309838115"
"1040","NorthAmerica","United States","California_Madera County_California: Madera Co.; Sierra National Forest; Jackass Meadow near Forest Rd 5S88, T5S R24E Sec15 (NW 1/4 of NW 1/4), 37 30 00.5 N, 119 20 19.1 W, 6960 ft",37.5001,-119.3386,2122,"1999",31.29,34.3,47.6,60.8,NA,NA,1999,"1990s","Museum","CAS209208","CAS209214","Pseudacris","regilla","Pseudacris regilla",1,NA,125.4,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 141.6_591.2_Coordinate error (m) _Datum __",1,0,0,0,1,0,0,0,0,"distswamp","48.1105246102345"
"1044","NorthAmerica","United States","California_Nevada County_California: Nevada Co.: Tahoe National Forest, Upper Lola Montes Lake, T17N, R14E Sec8 (NE 1/4 of SW 1/4), 39 21 2.35 N, 120 25 51.28 W, 7553 ft",39.3507,-120.4309,2303,"1999",62.73,30.9,43.1,55.4,NA,NA,1999,"1990s","Museum","SM491","CAS209883","Pseudacris","regilla","Pseudacris regilla",1,0.249,19.92,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) _Datum __",1.757507324,0,0,0,1,0.757507324,0,0,0,"distlakepond","179.546867758282"
"1056","NorthAmerica","United States","California_Plumas County_California: Plumas Co.: Plumas National Forest, Silver Lake, T24N R7E Sec1 (SE 1/4 of SE 1/4), 39 57 32.2 N, 121 08 09.2 W, 5820 ft",39.9589,-121.1359,1774,"1999",42.72,38.5,49.2,59.9,NA,NA,1999,"1990s","Museum","SM440","CAS209386","Rana","muscosa","Rana muscosa",1,NA,661.6,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 239.2_1084_Coordinate error (m) _Datum __",1.262444854,0,0,0,1,0.262444854,0,0,0.717884245,"distintermittentstream","266.775830647741"
"1057","NorthAmerica","United States","California_Kern County_California: Kern Co.: Sequoia National Forest, Scodie Mtns, Pacific Crest National Scenic Trail, 1.0 km W (by trail) of McIver's Cabin, unnamed creek, T26S R36E Sec35 (SW 1/4 of SE 1/4), 35 37 12.8 N, 118 04 55.1 W, 6640 ft",35.6202,-118.082,2024,"2000",11.89,40.7,53.5,66.3,NA,NA,2000,"2000s","Museum","CAS213192","CAS213192","Bufo","boreas","Bufo boreas",1,NA,116.8,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 12.56_20.24_Coordinate error (m) _Datum _Garmin 12 GPS_",2.258657694,0,0,0,1,0.258657664,0,1,0.400940983,"distephemeralstream","284.805762308554"
"1058","NorthAmerica","United States","California_Kern County_California: Kern Co.: Sequoia National Forest, Scodie Mtns, Pacific Crest National Scenic Trail, 1.0 km W (by trail) of McIver's Cabin, unnamed creek, T26S R36E Sec35 (SW 1/4 of SE 1/4), 35 37 12.8 N, 118 04 55.1 W, 6640 ft",35.6202,-118.082,2024,"2000",11.89,40.7,53.5,66.3,NA,NA,2000,"2000s","Museum","CAS213194","CAS213194","Bufo","boreas","Bufo boreas",1,0.00453,0.36,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) _Datum _Garmin 12 GPS_",2.258657694,0,0,0,1,0.258657664,0,1,0.400940983,"distephemeralstream","284.805762308554"
"1103","NorthAmerica","United States","California_Kern County_California: Kern Co.: Sequoia National Forest, South Fork Wildlife Area, T26S R34E S17 (NE 1/4 of NE 1/4), 35 40 18.25 N, 118 20 47.5 W, 2600 ft",35.6717,-118.3465,793,"2001",11.62,48.1,62.9,77.7,NA,NA,2001,"2000s","Museum","CAS219731","CAS219731","Pseudacris","regilla","Pseudacris regilla",1,NA,5.924,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 1.136_1.232_Coordinate error (m) _Datum _Terrain Navigator, Weldon Quadrangle, 1994_",4.629548073,0,0,0,2,1.629547954,0,1,0.243357493,"distephemeralstream","268.729438067501"
"1117","NorthAmerica","United States","California_Alpine County_Pond N Ebbett's Pass",38.5487,-119.8115,2692,"2001",52.61,30.8,41.2,51.7,NA,NA,2001,"2000s","Museum","SM572","MVZ237180","Pseudacris","regilla","Pseudacris regilla",1,0.0722,5.78,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) 113_Datum _not recorded_",8,0,0,0,0,8,0,0,0.007128229,"distlakepond","78.5840929823824"
"1118","NorthAmerica","United States","California_Alpine County_Pond N Ebbett's Pass",38.5487,-119.8115,2692,"2001",52.61,30.8,41.2,51.7,NA,NA,2001,"2000s","Museum","SM571","MVZ237179","Pseudacris","regilla","Pseudacris regilla",1,NA,1.69532,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 0.984_1.552_Coordinate error (m) 113_Datum _not recorded_",8,0,0,0,0,8,0,0,0.007128229,"distlakepond","78.5840929823824"
"1131","NorthAmerica","United States","California_Fresno County_California: Fresno Co.: Tenmile creek, Sierra Nevada Mtns., Hume Lake Ntnl. Recreation Area, Sequoia Ntnl. Forest, T13S R28E Sec14 (NW 1/4 of NE 1/4), 36 47 48.82 N, 118 53 53.09 W, 5280 ft",36.7969,-118.8981,1610,"2002",30.53,39.1,50.9,62.7,NA,NA,2002,"2000s","Museum","CAS224862","CAS224862","Rana","catesbeiana","Rana catesbeiana",1,NA,50.36,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 1.096_2.904_Coordinate error (m) _Datum _Garmin 2+ GPS_",5,0,0,0,1,4,0,0,0.398022646,"distperennialstream","135.02596384812"
"1132","NorthAmerica","United States","California_Fresno County_California: Fresno Co.: Indian Basin and Indian Creek, ca 0.25 mi SE of Princess Campground, Park Ridge, Sequoia Ntnl. Forest, T13S.R28E. Sec.16 (NE 1/4 of NW 1/4), N36 47 52.9, W118 56 27.0, 6000 ft",36.798,-118.9408,1829,"2002",32.84,39.6,49.6,59.6,NA,NA,2002,"2000s","Museum","CAS224858","CAS224858","Pseudacris","regilla","Pseudacris regilla",1,NA,5.788,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 1089.6_800_Coordinate error (m) _Datum _Garmin 2+ GPS_",9,0,0,0,1,8,0,0,0.636679511,"distperennialstream","133.069796916764"
"1134","NorthAmerica","United States","California_Fresno County_California: Fresno Co.: Crossing of White Deer Creek and Hopewell Rd. ca 0.25 mi S. of Sequoia National Forest, Sierra Nevada, T13S R26E Sec 17 (NW 1/4 of NW 1/4), N 36 48 4.4, W 119 10 26.7, 1800 ft",36.8012,-119.1741,549,"2002",20.82,48.4,61.1,73.8,NA,NA,2002,"2000s","Museum","CAS224784","CAS224784","Bufo","boreas","Bufo boreas",1,0.000278,0.02,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) _Datum _Garmin 2+ GPS_",1.366439939,0,0,0,1,0.366439939,0,0,0.643598791,"distperennialstream","124.182720659285"
"1140","NorthAmerica","United States","California_Inyo County_Owens River delta, Owens Dry Lake",36.5334,-117.9769,1093,"2003",4.42,46,61.8,77.7,NA,NA,2003,"2000s","Museum","LACM154823","LACM154823","Rana","catesbeiana","Rana catesbeiana",1,NA,4.212,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 36.48_28.56_Coordinate error (m) _Datum __Calculated from original coordinatesEstimated elevation using GPS Visualizer",0.681485295,0,0,0,0,0.681485295,0,0,0.643440473,"distswamp","208.991525844291"
"1141","NorthAmerica","United States","California_Inyo County_Owens River delta, Owens Dry Lake",36.5334,-117.9769,1093,"2003",4.42,46,61.8,77.7,NA,NA,2003,"2000s","Museum","LACM154824","LACM154824","Rana","catesbeiana","Rana catesbeiana",1,NA,65.44,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 1720.8_2323.2_Coordinate error (m) _Datum __Calculated from original coordinatesEstimated elevation using GPS Visualizer",0.681485295,0,0,0,0,0.681485295,0,0,0.643440473,"distswamp","208.991525844291"
"1142","NorthAmerica","United States","California_Inyo County_Owens River delta, Owens Dry Lake",36.5334,-117.9769,1093,"2003",4.42,46,61.8,77.7,NA,NA,2003,"2000s","Museum","LACM154826","LACM154826","Rana","catesbeiana","Rana catesbeiana",1,NA,144,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 320_270.4_Coordinate error (m) _Datum __Calculated from original coordinatesEstimated elevation using GPS Visualizer",0.681485295,0,0,0,0,0.681485295,0,0,0.643440473,"distswamp","208.991525844291"
"1151","NorthAmerica","United States","California_Mariposa County_Crane Flat, Yosemite National Park",37.746,-119.7993,1872,"2003",33.17,43.3,50.8,58.3,NA,NA,2003,"2000s","Museum","MVZ240768","MVZ240768","Pseudacris","regilla","Pseudacris regilla",1,NA,1.184,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 895.2_728_Coordinate error (m) 9.416_Datum _MaNIS georeferencing guidelines_Estimated elevation using GPS Visualizer",6,0,0,0,2,4,0,0,0.730934403,"distephemeralstream","17.0187062973625"
"1154","NorthAmerica","United States","California_Tuolumne County_Hetch Hetchy Rd., between Ranger Station and Dam, Hetch Hetchy Area, Yosemite National Park",37.9175,-119.8076,1370,"2003",35.57,41.8,52.5,63.3,NA,NA,2003,"2000s","Museum","SM577","MVZ240796","Pseudacris","regilla","Pseudacris regilla",1,0.00592,0.47,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) 11.169_Datum _MaNIS georeferencing guidelines_",1.250124454,0,0,0,1,0.250124395,0,0,6.155512969,"distperennialstream","15.0374748769524"
"1165","NorthAmerica","United States","California_Plumas County_California: Plumas Co.: Plumas National Forest, upper Lone Rock Creek, T27N R12E S17 (SE 1/4 of NE 1/4), 40 12 1.8 N, 120 38 46.8 W, 5120 ft",40.2005,-120.6463,1561,"2003",18.38,36.6,48.6,60.5,NA,NA,2003,"2000s","Museum","SM442","CAS227639","Rana","muscosa","Rana muscosa",1,NA,24.52,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 16.08_32.96_Coordinate error (m) _Datum __",1,0,0,0,1,0,0,0,0.570493798,"distperennialstream","274.483022661719"
"1171","NorthAmerica","United States","California_Tuolumne County_unnamed lake, ca. 1 km E (by trail) of Evelyn Lake, Yosemite National Park",37.8106,-119.0991,3171,"2004",24.09,26.1,41.3,56.5,NA,NA,2004,"2000s","Museum","SM120","MVZ245551","Rana","sierrae","Rana sierrae",1,NA,7.0912,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 0.2624_13.92_Coordinate error (m) 11.569_Datum _MaNIS georeferencing guidelines_",0.681485295,0,0,0,0,0.681485295,0,0,5.149012994,"distephemeralstream","49.4595353052985"
"1172","NorthAmerica","United States","California_Tuolumne County_Birch Lake, Camp Mather, Stanislaus National Forest",37.8803,-119.856,1389,"2004",31.65,42.3,54.8,67.2,NA,NA,2004,"2000s","Museum","MVZ245529","MVZ245529","Rana","catesbeiana","Rana catesbeiana",1,0.0194,1.55,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) 21.569_Datum _MaNIS georeferencing guidelines_",1.255021572,0,0,0,1,0.255021542,0,0,0.138867362,"distlakepond","17.6694761773337"
"1180","NorthAmerica","United States","California_Butte County_CA.; Butte Co.; North Fork Feather River at confluence of Flea Valley Creek T23N R5E Sec 32 (SW 1/4 of SW 1/4), 1360 ft.",39.8046,-121.4519,415,"2004",52.99,48.5,59.9,71.2,NA,NA,2004,"2000s","Museum","CAS235799","CAS235799","Rana","boylii","Rana boylii",1,0.00145,0.12,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) _Datum _COORDINATES ESTIMATED BY SAM MCNALLY on GOOGLE EARTH_",18,0,0,0,2,8,8,0,0.062400869,"distperennialstream","266.967696662786"
"1182","NorthAmerica","United States","California_Mariposa County_El Capitan Meadow, Yosemite Valley, Yosemite National Park",37.7242,-119.6353,1206.3,"2005",51.59,40.1,50.7,61.4,NA,NA,2005,"2000s","Museum","MVZ249951","MVZ249951","Pseudacris","regilla","Pseudacris regilla",1,NA,944.8,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 1089.6_800_Coordinate error (m) _Datum _not recorded_No GPS accuracy givenEstimated elevation using GPS Visualizer",9,0,0,0,1,8,0,0,5.634132861,"distintermittentstream","14.2338056826821"
"1183","NorthAmerica","United States","California_Mariposa County_0.5 mi. E of El Capitan Meadow, Yosemite Valley, Yosemite National Park",37.727,-119.6269,1203.3,"2005",51.59,40.1,50.7,61.4,NA,NA,2005,"2000s","Museum","MVZ249832","MVZ249832","Bufo","boreas","Bufo boreas",1,NA,29.08,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 31.36_63.76_Coordinate error (m) _Datum _not recorded_No GPS accuracy givenEstimated elevation using GPS Visualizer",9,0,0,0,1,8,0,0,4.095703708,"distintermittentstream","14.0544454909819"
"1184","NorthAmerica","United States","California_Mariposa County_Meadow NE of Crane Flat, E of Tioga Rd., Yosemite National Park",37.7564,-119.8055,1585,"2005",54.07,42.4,50.2,58,NA,NA,2005,"2000s","Museum","MVZ249956","MVZ249956","Pseudacris","regilla","Pseudacris regilla",1,NA,2,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 1.096_2.904_Coordinate error (m) _Datum _not recorded_GPS accuracy not recorded",10,0,0,0,2,8,0,0,1.396872649,"distperennialstream","16.6686899979959"
"1185","NorthAmerica","United States","California_Tuolumne County_Hetch Hetchy Rd., Yosemite National Park",37.9028,-119.8141,1463,"2005",52.42,41.5,53.4,65.3,NA,NA,2005,"2000s","Museum","MVZ250013","MVZ250013","Pseudacris","regilla","Pseudacris regilla",1,NA,12.4,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 13.6_11.2_Coordinate error (m) _Datum _not recorded_GPS accuracy not recorded",1.250246406,0,0,0,1,0.250246435,0,0,3.235257915,"distperennialstream","14.8354869845501"
"1188","NorthAmerica","United States","California_Tuolumne County_ N end of Kerrick Meadow, Yosemite National Park",38.1174,-119.4805,2857.1,"2005",73.76,24.3,35.1,45.9,NA,NA,2005,"2000s","Museum","SM162","MVZ250048","Rana","sierrae","Rana sierrae",1,NA,1023.6,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZE's 453.6_1593.6_Coordinate error (m) _Datum _not recorded_Estimated elevation using GPS Visualizer",1,0,0,0,1,0,0,0,0,"distswamp","33.4441213423198"
"1191","NorthAmerica","United States","California_Mono County_0.5km NW of Dorothy Lake Pass, Toiyabe National Forest",38.1846,-119.5843,2963,"2005",83.25,24.6,35.3,46,NA,NA,2005,"2000s","Museum","MVZ249957","MVZ249957","Pseudacris","regilla","Pseudacris regilla",1,0.0132,1.056,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) _Datum _not recorded_",1.250008106,0,0,0,1,0.250008166,0,0,2.563115585,"distlakepond","37.5883051967298"
"1193","NorthAmerica","United States","California_Tuolumne County_~0.75km NW of outflow dam on W side of Emigrant Meadow Lake, Emigrant Wilderness, Stanislaus National Forest",38.2065,-119.6553,2867,"2005",81.5,26,36.2,46.4,NA,NA,2005,"2000s","Museum","MVZ249852","MVZ249852","Bufo","canorus","Bufo canorus",1,NA,4.544,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 84.8_300.8_Coordinate error (m) _Datum _not recorded_",2.250060081,0,0,0,2,0.250060081,0,0,0,"distswamp","39.4497465057613"
"1194","NorthAmerica","United States","California_El Dorado County_Leoni Meadow, 6100 Leoni Rd., 4 mi SE of Grizzly Flat via Leoni Rd. and Grizzly Flat Rd., Sierra Nevada Mtns., El Dorado Ntnl. Forest, El Dorado Co., Calif. N 38 36 37.3, W 120 30 17.0, ca 4150'",38.6104,-120.5047,1265,"2005",68.08,41,53.9,66.8,NA,NA,2005,"2000s","Museum","CAS236217","CAS236217","Bufo","boreas","Bufo boreas",1,0.0284,2.27,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) _Datum _GPS._",3.251330137,0,0,0,3,0.251330078,0,0,2.475847233,"distintermittentstream","112.211830003463"
"1196","NorthAmerica","United States","California_Butte County_CA.; Butte Co.; North Fork Feather River downstream of Bardees Bar, N 39 44 31.4 W 121 28 26.1 T22N R4E Sec 24 (SE 1/4 of SE 1/4), 960 ft.",39.7421,-121.4739,293,"2005",80.1,49,59.6,70.3,NA,NA,2005,"2000s","Museum","CAS235797","CAS235797","Rana","boylii","Rana boylii",1,NA,23.32,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 0.524_9.92_Coordinate error (m) _Datum __",14,0,0,0,2,4,8,0,0.356941589,"distephemeralstream","262.54649961713"
"1197","NorthAmerica","United States","California_Butte County_CA.; Butte Co.;  Unnamed tributary to the North Fork Feather River at upstream side of Highway 70 crossing, (N 39.8484, W 121.3933), 1520 ft",39.8484,-121.3933,463,"2005",100.5,43.8,54.2,64.6,NA,NA,2005,"2000s","Museum","CAS236001","CAS236001","Rana","boylii","Rana boylii",1,NA,1239.2,"qPCR (Vredenburg Lab)","Sam McNally",NA,"took average of 2 1 qPCR's_ZEs 8.08_22.32_Coordinate error (m) _Datum __",18,0,0,0,2,8,8,0,0.030754984,"distintermittentstream","268.015191783973"
